tickers,XOM,KMI,MPC,PSX,COP,CVX,MRO,HAL,EQT,OKE,HES,HP,OXY,WMB,APA,RRC,PXD,EOG,COG,NOV,VLO,DVN,FTI,XEC,CXO
HP,0.09420387218952281,0.06936266978198638,-0.12894107361787885,0.0,0.8175020934536587,0.10254781940683595,0.8471564066266464,0.7503513599460514,-0.0965665413077699,0.6155799542162597,0.85488300821486,1.0,0.6813568138800289,-0.31447841058665676,0.6868492289605852,-0.19246362807310058,0.5577026246835086,0.5003944502586162,0.24315351548089081,0.4937598531903603,-0.046156403575734625,0.5666524691403343,0.7440943888197112,0.6579852371803837,0.6507277326485507
OXY,-0.07134578166534145,0.16617758004061364,-0.5225276925667107,0.0,0.8018544638307723,0.15960686286305104,0.5315582918435089,0.5973468588604132,-0.42436699627674873,0.6870026227122867,0.7449363418285722,0.6813568138800289,1.0,-0.4182830238747117,0.9630492083201329,-0.2810439990143648,0.290175499026009,0.039194483504486455,-0.10785912977582354,0.6636907609981757,-0.3706126373941311,0.845453812992299,0.8970528197893484,0.6617842823325659,0.9155499561991871
WMB,0.7146792688662054,0.4573253520480363,0.6488666690445173,0.0,-0.351406192890981,0.5675957764554741,0.05875690968566824,0.17031683986356164,0.5566607330961253,-0.3758687756816774,-0.04199724826349826,-0.31447841058665676,-0.4182830238747117,0.9999999999999999,-0.3584944195984826,0.7368368642639892,0.42350869138750924,0.4841651281327194,-0.02193611197579693,0.28558336740628965,0.6709040986172052,-0.2086941444507856,-0.20403928308083152,-0.05261350145456069,-0.20136739128106348
APA,-0.061233517195581996,0.24038664693411904,-0.47520861782160606,0.0,0.8539297861225222,0.1452886334998847,0.5984164074667842,0.5807381278394691,-0.4124822311952606,0.7191360228581589,0.8009595229571919,0.6868492289605852,0.9630492083201329,-0.3584944195984826,0.9999999999999999,-0.21567489740038875,0.40196653838257307,0.11955821204386974,-0.2079849187418883,0.7033473448084713,-0.32412360449147626,0.9187315064794951,0.8624303860190028,0.785254211653406,0.9155792791033529
RRC,0.7194632809680486,0.11226906337628746,0.6548791188583125,0.0,-0.3641515036393943,0.650513083364182,0.15635078855894646,0.2766674076996672,0.744307621818682,-0.40026240726490625,0.04350265061581155,-0.19246362807310058,-0.2810439990143648,0.7368368642639892,-0.21567489740038875,1.0,0.36731258367227654,0.5319324388177159,0.13808476763118396,0.2978285082403404,0.6751801618697599,-0.19556408475821357,-0.10459418838791074,0.0771832611407953,-0.12604456941103998
PXD,0.4213266636089663,0.42396814226002516,0.2791056427185631,0.0,0.4879404903722307,0.2993507470728183,0.7689598983153154,0.6708615129357777,0.12848061881495224,0.3945982731919674,0.7339470821420508,0.5577026246835086,0.290175499026009,0.42350869138750924,0.40196653838257307,0.36731258367227654,1.0,0.8297481263842719,-0.10625912692430842,0.6526783579150992,0.36614988796125814,0.4836329151710671,0.4555545396467886,0.7098269592915739,0.4973072225653027
EOG,0.634316060519986,0.3415241016498866,0.6424490148738291,0.0,0.27596314212572803,0.4962199819194752,0.7718024788520342,0.6598253886897923,0.5122825507758756,0.025142964588270197,0.6141730641834975,0.5003944502586162,0.039194483504486455,0.4841651281327194,0.11955821204386974,0.5319324388177159,0.8297481263842719,0.9999999999999998,0.17120388722326366,0.508373524768064,0.7174491720608003,0.10519171000780003,0.2857159914851946,0.5148185880356206,0.1598710481398079
COG,0.3563349022440683,-0.2476231970378176,0.1694628780600238,0.0,-0.06335412081567306,0.3142335918182989,0.1714056585783374,0.19737115389658666,0.4764605777394566,-0.13873692903570342,0.06355586440917999,0.24315351548089081,-0.10785912977582354,-0.02193611197579693,-0.2079849187418883,0.13808476763118396,-0.10625912692430842,0.17120388722326366,0.9999999999999998,-0.13764634829688693,0.16034468852386122,-0.3156522737380685,0.05795991649987943,-0.22351256083702944,-0.17732004401972867
NOV,0.49639274269676703,0.4959857039495317,0.07017468804924874,0.0,0.6022347225104945,0.5974887174772867,0.6856508552105497,0.7617344981979572,0.05784107307964833,0.32979847669460627,0.7935547715381772,0.4937598531903603,0.6636907609981757,0.28558336740628965,0.7033473448084713,0.2978285082403404,0.6526783579150992,0.508373524768064,-0.13764634829688693,1.0,0.24993097011561577,0.6664491791763343,0.7796866953430359,0.695583925620799,0.7461879423302886
VLO,0.765699433559189,0.32902640849059195,0.945100253854857,0.0,-0.2160923084576909,0.6622312543353568,0.3226356822976578,0.30366965113354544,0.7675394714303325,-0.5738494805530264,0.09794574544165968,-0.046156403575734625,-0.3706126373941311,0.6709040986172052,-0.32412360449147626,0.6751801618697599,0.36614988796125814,0.7174491720608003,0.16034468852386122,0.24993097011561577,1.0,-0.3855291549006284,-0.12570689523615447,0.01850630883166238,-0.3165764551720055
DVN,-0.10490058130787852,0.3979887584279581,-0.5381735542965027,0.0,0.8111643572804418,0.05186268249323202,0.5143709884749003,0.4745844106924725,-0.49886185670664623,0.8037599342192363,0.7421412368281661,0.5666524691403343,0.845453812992299,-0.2086941444507856,0.9187315064794951,-0.19556408475821357,0.4836329151710671,0.10519171000780003,-0.3156522737380685,0.6664491791763343,-0.3855291549006284,1.0,0.7511527478505626,0.8284963190559054,0.8733700073646967
FTI,0.1462572871511742,0.27534675223087934,-0.33018971680342113,0.0,0.7794545352941524,0.33471196731144226,0.653138050838468,0.7945191680946531,-0.2723374390605524,0.6511332879258973,0.8189316787096995,0.7440943888197112,0.8970528197893484,-0.20403928308083152,0.8624303860190028,-0.10459418838791074,0.4555545396467886,0.2857159914851946,0.05795991649987943,0.7796866953430359,-0.12570689523615447,0.7511527478505626,0.9999999999999999,0.6474749272731581,0.8757650436774815
XEC,0.13405139415393325,0.4757590654605525,-0.1077949543465832,0.0,0.7969416837024732,0.18581664088520528,0.7667498582392502,0.5734025548298621,-0.11891287261906705,0.6113461689568724,0.8426655625026935,0.6579852371803837,0.6617842823325659,-0.05261350145456069,0.785254211653406,0.0771832611407953,0.7098269592915739,0.5148185880356206,-0.22351256083702944,0.695583925620799,0.01850630883166238,0.8284963190559054,0.6474749272731581,1.0,0.674579274082024
CXO,0.01716532864165102,0.17695416572456105,-0.4643449924335644,0.0,0.7579432681652744,0.18531053538771625,0.5576000977205542,0.6548653660374604,-0.4130662837372844,0.7189326384026393,0.7672522852052828,0.6507277326485507,0.9155499561991871,-0.20136739128106348,0.9155792791033529,-0.12604456941103998,0.4973072225653027,0.1598710481398079,-0.17732004401972867,0.7461879423302886,-0.3165764551720055,0.8733700073646967,0.8757650436774815,0.674579274082024,1.0
